lat	lon	name	description	operator	website	wikipedia	flickr	source	method	electricity	hot_water	cold_water	hot_air	cold_air	steam	57.6853270	-5.6440740														
52.7129292	1.6683886			E:ON				wind		250 kW					
52.7097053	1.6548274			Ecotricity				wind		yes					
52.7120192	1.6663716			E:ON				wind		250 kW					
52.7112913	1.6666291			E:ON				wind		250 kW					
52.7105633	1.6668437			E:ON				wind		250 kW					
52.7121751	1.6685603			E:ON				wind		250 kW					
52.7114473	1.6687749			E:ON				wind		250 kW					
52.7106933	1.6690324			E:ON				wind		250 kW					
52.6488249	1.7899796	Scroby Sands wind farm						wind		yes					
52.4801151	1.7612594							wind		yes					
51.8830609	0.8937423	Vertical Axis Wind Turbine						wind		yes					
52.0260297	1.2115244							wind		yes					
51.7203354	1.2894251	Gunfleet Sands Offshore Wind Farm				http://en.wikipedia.org/wiki/Gunfleet_Sands_Offshore_Wind_Farm		wind		yes					
51.5498747	0.0230482							solar	photovoltaic	120 kW					
51.5163687	0.1599554	Ford Wind Park		Ecotricity				wind		1.8 MW					
51.4587863	0.3826656	Tilbury Power Station													
51.425246	0.6010207	Kings North						coal		yes					
51.4410757	0.689221	Medway Power Station						gas		688 MW					
51.4037801	0.4200311							wind		yes					
51.4465056	0.712524	Grain Power Station						oil		1320 MW					
51.9391883	1.9095963	Greater Gabbard Wind Farm				http://en.wikipedia.org/wiki/Greater_Gabbard		wind		yes					
51.643637	1.5540392	London Array				http://en.wikipedia.org/wiki/London_Array		wind		yes					
51.4247559	1.6174946	Thanet Wind Farm													
51.1538115	1.293898							wind		yes					
50.9621003	0.8254802	Little Cheyne Court													
49.9759792	1.211743	Centrale Nucléaire de Penly		edf				nuclear	fission	2600 MW					
50.0884381	1.5806752							wind		yes					
50.0843919	1.5778797							wind		yes					
50.0859892	1.5788291							wind		yes					
50.0827588	1.576894							wind		yes					
50.080853	1.5770707							wind		yes					
50.0788367	1.5744183							wind		yes					
50.0890131	1.5872836							wind		yes					
50.0871736	1.5873448							wind		yes					
50.0848291	1.5877059							wind		yes					
50.0824722	1.5878158							wind		yes					
50.0781087	1.5880065							wind		yes					
50.080302	1.5879134							wind		yes					
50.0960225	1.8731002							wind		yes					
50.0952781	1.8733202							wind		yes					
50.0929648	1.8749144							wind		yes					
50.09108	1.8749471							wind		yes					
50.091793	1.8744621							wind		yes					
50.0894652	1.8760455							wind		yes					
50.0902957	1.8754806							wind		yes					
50.0880373	1.8770167							wind		yes					
50.0888058	1.876494							wind		yes					
50.0915871	1.875585							wind		yes					
50.0867246	1.8789879							wind		yes					
50.0849542	1.8817382							wind		yes					
50.0816115	1.8867001							wind		yes					
50.083382	1.8839501							wind		yes					
50.0805516	1.8889935							wind		yes					
50.0769541	1.9093349							wind		yes					
50.0770477	1.9044905							wind		yes					
50.0769529	1.9151125							wind		yes					
50.0768789	1.9193339							wind		yes					
49.8421964	0.8450032							wind		yes					
49.8412077	0.8438415							wind		yes					
49.8408364	0.8433208							wind		yes					
49.8396723	0.8415911							wind		yes					
49.8432461	0.8464185							wind		yes					
49.8025897	0.9301741							wind		yes					
54.6351588	-1.18106975	Hartlepool Power Station		British Energy		Hartlepool nuclear power station		nuclear	fission	1320 MW					
51.6994051333333	-4.835163766666667														
51.4658875961538	0.240940423076923	Littlebrook Power Station						coal							
51.6629760125	-0.0225208														
50.90473045	-1.409605875							geothermal	pumping		yes				
50.8195704642857	-1.328331202380953	Fawley power station													
52.459792995	-1.844260625	Veolia Energy from Waste Plant													
51.5244385375	-0.626370725	Slough Heat &amp; Power													
51.3830227	-0.1564812	BedZED CHP	BedZED&#39;s biomass combined heat and power plant (offline until owners repair or replace)				1016173409	biomass	gasification	120 kW	250 kW				
53.3717970125	-2.68758204375	Fiddlers Ferry Power Station						coal		yes					
56.6931285285714	-4.401798971428572	Rannoch Power Station													
52.2142150166667	1.6186273	Sizewell B Nuclear Power Station				http://en.wikipedia.org/wiki/Sizewell_nuclear_power_stations		nuclear	fission	yes					
51.84476595	-4.147510925000001							biomass							
52.72760984	0.37992096	King&#39;s Lynn Power Station				http://en.wikipedia.org/wiki/Kings_Lynn_Power_Station		gas		yes					
53.3150951583333	-2.723721533333333							gas		yes					
53.3606837333333	-6.490300033333334	Leixlip Dam													
51.38203275	-0.15548345						1008213420	solar	photovoltaic	12 kW					
51.381888	-0.15606145						1008213420	solar	photovoltaic	12 kW					
51.6218772974359	-1.266320033333333	Didcot Power Station													
